Compute Time (ms),Total Expected Value (Precise),Total Expected Value (ROC)
16.0,0.2643246181741689,0.26448721431054784,
25.0,0.08857266497338473,0.08867740849140897,
0.0,0.2268410736033376,0.22737954589155185,
3909.0,0.23989475108930353,0.24079837542907115,
15.0,0.2643351293176229,0.2642970447672451,
1002.0,0.34092274802704975,0.34126725337950775,
22.0,0.10964185140193662,0.10967745296711628,
35.0,0.21502730558292119,0.21512873509894298,
584.0,0.43762574334505294,0.43670342126039824,
702.0,0.24983680838006161,0.25069962555422165,
3158.0,0.4007941534791407,0.3987948892706747,
17.0,0.2664570586662012,0.2662760810672141,
16.0,0.2598861118370196,0.25995405131640376,
3671.0,0.27875112869956864,0.2753152401135299,
632.0,0.5297052731823672,0.52971001358625,
3193.0,0.5303527389873789,0.5302914938114027,
0.0,0.29692013399428985,0.2969310063571171,
0.0,0.13689773782446338,0.13695633815305522,
0.0,0.27616500883537853,0.2761713124329327,
683.0,0.07653806106109631,0.076457043561462,
3508.0,0.2409657624657484,0.23910512882671667,
586.0,0.2655509633612353,0.266723048492579,
0.0,0.2830910891166054,0.2833743930052547,
4338.0,0.07549602030820986,0.07550250476988986,
0.0,0.29362359533942334,0.2938231920528352,
2684.0,0.487354449906708,0.4882485205057361,
2960.0,0.273033296506199,0.27295691164230684,
2990.0,0.5072972097952382,0.5066670092273843,
3423.0,0.3164991190004905,0.31639996749256394,
648.0,0.5092741779861861,0.5080154873014381,
4209.0,0.3178616916027386,0.31804624688830613,
35.0,0.32382516417402135,0.32375946786153126,
2634.0,0.4289265433345502,0.4276671061381536,
701.0,0.09619613894941738,0.0961524720220086,
15.0,0.10825006601155288,0.1081271475453705,
3940.0,0.2417383779514056,0.24120371097657536,
548.0,0.5180933666289144,0.5187090811791516,
448.0,0.3081463278013769,0.30533703266351564,
3554.0,0.3832172440508783,0.3825899997068558,
16.0,0.09818341090374856,0.09835015332347684,
2938.0,0.5041946410941343,0.5036484818607527,
641.0,0.34591213182868247,0.34415955735164094,
22.0,0.0890449086736912,0.08907463131275382,
0.0,0.09614116177869513,0.09613231493415683,
0.0,0.24434871846655207,0.24460482357187313,
4655.0,0.07393159596142967,0.07392282209997056,
4404.0,0.32007623175003247,0.3199417720048021,
16.0,0.08979526973946972,0.08996631686548297,
600.0,0.45696563280303815,0.4557432670990967,
686.0,0.08331094491005002,0.08369043815279818,
15.0,0.2669751670576076,0.26726090258373886,
0.0,0.21847270419441417,0.2184133572270474,
16.0,0.08468043918473415,0.08569091822539528,
4379.0,0.21148503496948487,0.211601931667766,
706.0,0.429819147894149,0.42970884091464306,
895.0,0.27060466403836003,0.27023268312315046,
3158.0,0.31332501135548085,0.3119551357477081,
699.0,0.3539486672028922,0.3530147792675952,
1102.0,0.3427362018195697,0.34099703854641505,
22.0,0.11383167597333285,0.11421454870578891,
4406.0,0.4232381579897087,0.4226479584835525,
0.0,0.09215320080204924,0.09221306932534509,
18.0,0.10307599401399836,0.10294123849600174,
0.0,0.08990265147246444,0.08998667516019025,
0.0,0.08378648375146351,0.0845343778940801,
16.0,0.08758954980884805,0.08759795003139435,
0.0,0.12560167576790038,0.12609991483926652,
531.0,0.4635821750194964,0.46768118004927445,
3983.0,0.10523602612604209,0.10567565045889393,
0.0,0.08444627276117016,0.08432822372408456,
31.0,0.3175689306476856,0.31790486942681356,
18.0,0.09234414739350497,0.09229608273221633,
3845.0,0.32002674669932607,0.31990370271080376,
517.0,0.5576086838879533,0.5572717564629712,
632.0,0.5359193674318431,0.5355015467175938,
0.0,0.2592877988514271,0.2590175877273541,
601.0,0.44947559079088173,0.4502144797713113,
3575.0,0.29964484840871164,0.29889803713694846,
2359.0,0.35171750064539004,0.34965246675930944,
0.0,0.06624025333535827,0.06644033220332586,
3961.0,0.319897126597429,0.3196353875190572,
16.0,0.3020899492853478,0.3022545973206048,
3709.0,0.36923680589089397,0.36828936003281565,
3992.0,0.07100944040009985,0.07096503403941877,
21.0,0.2266277074967887,0.2276517430795451,
16.0,0.09477884323793453,0.09473635049621408,
902.0,0.34220335753339914,0.3409063917282504,
0.0,0.25915605389051166,0.25898923165729776,
3121.0,0.2582610755747329,0.2587247592553996,
33.0,0.25978545741825954,0.25968078240752834,
0.0,0.08644352431586748,0.08650104959067284,
2.0,0.26952138774019274,0.2696754086051593,
3707.0,0.461766639712151,0.462007804875695,
16.0,0.09338667360267304,0.09343642644244282,
649.0,0.5437762600130528,0.542738408795866,
16.0,0.2104927176106534,0.21111876844985053,
0.0,0.23178222513813965,0.23178333075267238,
3559.0,0.37898574490736175,0.3785009034324309,
16.0,0.220536549382924,0.22063619663225864,
4108.0,0.26145349824858727,0.2617946015389031,
670.0,0.11389220160320097,0.1138198689452256,
15.0,0.3184266841825398,0.3184729592111722,
16.0,0.2751593766134009,0.27504312910059675,
569.0,0.32793785928744545,0.3281868241558091,
0.0,0.26641627204496204,0.26689556017122923,
31.0,0.3255454501475721,0.3256405686498518,
22.0,0.26025068205945034,0.2601681059680247,
586.0,0.35188466541358315,0.3519202626208641,
16.0,0.10178479832464515,0.10169361511153288,
3632.0,0.2490612958684687,0.2493745560903334,
0.0,0.12879758519732012,0.12814316891913285,
3656.0,0.24590002858953597,0.2470074229727011,
16.0,0.2757509663151961,0.2757773525733663,
22.0,0.08101903308402962,0.08014505771018186,
0.0,0.08846026914634976,0.08853353034218608,
15.0,0.3204785668552946,0.3205163638542954,
5.0,0.09017038121906444,0.09035928418342559,
3361.0,0.4859760372610709,0.4857097303374963,
15.0,0.1023887919867302,0.10227833418502713,
3008.0,0.4178699038353969,0.4176244295222841,
15.0,0.2580995511305903,0.25756271342142406,
0.0,0.21576445948473258,0.21561732897250502,
31.0,0.2600675485356844,0.2600071894159847,
0.0,0.08846341643716178,0.08918143104315451,
524.0,0.3231578543885351,0.3226562978671264,
16.0,0.22988037747621895,0.22955611145989513,
634.0,0.43991842704025197,0.43573144834604394,
316.0,0.5377181928656891,0.5388088930227833,
0.0,0.11479003596562763,0.11524787669750021,
16.0,0.07340421909561201,0.0734222960908487,
0.0,0.2609724274411434,0.26135981484308435,
586.0,0.34652347211950607,0.35069035139489374,
0.0,0.10203129492679651,0.1015377747054604,
646.0,0.3193323826346052,0.3191233953261392,
3742.0,0.46039104321168145,0.4606606116752384,
439.0,0.2940409780461359,0.2939309819154545,
686.0,0.11303985480457748,0.11348110517244805,
0.0,0.3157554293031126,0.316095521529604,
16.0,0.07494431874421323,0.07501445426030887,
4478.0,0.08794457674710524,0.08800078972543983,
2853.0,0.327647913417465,0.32664174493248793,
3693.0,0.0913969054992131,0.09138042905984302,
31.0,0.22106839938657752,0.22123277787475887,
671.0,0.2176544518752665,0.21790885505648894,
417.0,0.3680818873984477,0.36552685078282476,
686.0,0.33585321591214473,0.33590455724395607,
423.0,0.36360508527190166,0.3651794571579332,
3.0,0.28491618841896726,0.2849788390480681,
15.0,0.07215729206356118,0.07213164673921159,
0.0,0.13127713603808797,0.13181518575381332,
605.0,0.42041667961971246,0.42106516040897773,
16.0,0.09340198932491972,0.0931246375072483,
584.0,0.3433690046643389,0.3411120914391305,
3847.0,0.22428583981219627,0.22410109038497486,
16.0,0.1119838866828354,0.11188586685938645,
2236.0,0.536641576791995,0.5365814080867332,
2443.0,0.5273371328357004,0.5272683778110242,
16.0,0.10432945576424382,0.10446573107805375,
581.0,0.5371928751208173,0.5374653061322411,
16.0,0.07657968897687568,0.0765709694507828,
0.0,0.3187956500615395,0.31862877138883106,
13.0,0.21729408378548962,0.21730775460417648,
16.0,0.3141551416346039,0.3157177543309592,
629.0,0.4463375987937114,0.4447678109476633,
3831.0,0.46246247267082247,0.46259579537030066,
15.0,0.27844358212234943,0.2784200640490306,
3823.0,0.27686701461379837,0.27259279097843764,
686.0,0.5436586745451254,0.5434650563228179,
0.0,0.3133685438266199,0.3168331848875191,
2488.0,0.43054341965222576,0.43090016800238423,
22.0,0.28359845978902876,0.2835312726004812,
0.0,0.3073420567422512,0.30769868351579754,
623.0,0.4302824178514064,0.42886242372111827,
3219.0,0.5269388610591376,0.5269428381345003,
15.0,0.06900074507844828,0.06897904041711289,
4.0,0.26417520881213097,0.26405496693109654,
0.0,0.09876355071605804,0.09866943199240066,
0.0,0.25460021778307457,0.2548995058687888,
3589.0,0.25942304225097923,0.2597677581311079,
401.0,0.5307193678416182,0.5303426389722143,
485.0,0.5313451609379549,0.531483478326468,
16.0,0.08936349854018823,0.08871529728442516,
1033.0,0.1970943508456899,0.19715507876894686,
0.0,0.09359890021297666,0.09358870863222965,
3594.0,0.4589915311648682,0.4587166374122225,
15.0,0.08747859928880063,0.08758475093319854,
24.0,0.08720039681464938,0.08730884944105527,
469.0,0.4391829893135273,0.43785468489763646,
16.0,0.07775311066060066,0.07789196011138814,
20.0,0.26817362941103345,0.26817782884875546,
2.0,0.08426187062873983,0.08504794078509685,
647.0,0.41202203096674944,0.41272888505093985,
16.0,0.23931788582139052,0.23941654192942693,
18.0,0.08523579204667867,0.08514540434716794,
16.0,0.27408500259205476,0.27410133975160594,
702.0,0.08998164410939372,0.08989231636499394,
15.0,0.2301067355186112,0.23037365706700988,
679.0,0.11081342595760642,0.11111827434253094,
602.0,0.4495550415342102,0.4455062503329253,
585.0,0.3986820809652653,0.4000168173198186,
1941.0,0.536062649957028,0.5355934058259049,
617.0,0.34966131454424126,0.3509345357312124,
3708.0,0.2303007292414129,0.22874680974552236,
1034.0,0.18650962124495574,0.18662780360534031,
3.0,0.13836348411827554,0.13799995417045635,
